duration,input.all_runs_events,input.doc_id,input.lowercase_sentence,input.sentence,input.sentence_id,job,output.selectedtags_desc,output.selectedtags_desc.annotations,output.selectedtags_desc.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,validated_event,no_of_annotations,validated_event_final_score,validated_event_initial_score,Experts
72.45,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,nyt_20130321_sarkozy,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0","Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,../../data/pilot_crowd_data/raw_data/f1321915_events_allmotivation,"Counter({'investigation__83__96': 15, 'get__230__233': 14, 'informed__37__45': 13, 'face__69__73': 9, 'abused__113__119': 9, 'campaign__266__274': 8})",68,6,20,0.6480907569623121,"Counter({'investigation__83__96': 0.8286092115200354, 'informed__37__45': 0.7645128443532087, 'get__230__233': 0.7585620900502715, 'face__69__73': 0.6084506633264367, 'abused__113__119': 0.5826279283140132, 'campaign__266__274': 0.4995798974528148})",0.5583156709938569,"Counter({'investigation__83__96': 0.75, 'get__230__233': 0.7, 'informed__37__45': 0.65, 'face__69__73': 0.45, 'abused__113__119': 0.45, 'campaign__266__274': 0.4})",informed__37__45,13,0.7645128443532087,0.65,1.0
72.45,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,nyt_20130321_sarkozy,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0","Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,../../data/pilot_crowd_data/raw_data/f1321915_events_allmotivation,"Counter({'investigation__83__96': 15, 'get__230__233': 14, 'informed__37__45': 13, 'face__69__73': 9, 'abused__113__119': 9, 'campaign__266__274': 8})",68,6,20,0.6480907569623121,"Counter({'investigation__83__96': 0.8286092115200354, 'informed__37__45': 0.7645128443532087, 'get__230__233': 0.7585620900502715, 'face__69__73': 0.6084506633264367, 'abused__113__119': 0.5826279283140132, 'campaign__266__274': 0.4995798974528148})",0.5583156709938569,"Counter({'investigation__83__96': 0.75, 'get__230__233': 0.7, 'informed__37__45': 0.65, 'face__69__73': 0.45, 'abused__113__119': 0.45, 'campaign__266__274': 0.4})",face__69__73,9,0.6084506633264367,0.45,1.0
72.45,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,nyt_20130321_sarkozy,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0","Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,../../data/pilot_crowd_data/raw_data/f1321915_events_allmotivation,"Counter({'investigation__83__96': 15, 'get__230__233': 14, 'informed__37__45': 13, 'face__69__73': 9, 'abused__113__119': 9, 'campaign__266__274': 8})",68,6,20,0.6480907569623121,"Counter({'investigation__83__96': 0.8286092115200354, 'informed__37__45': 0.7645128443532087, 'get__230__233': 0.7585620900502715, 'face__69__73': 0.6084506633264367, 'abused__113__119': 0.5826279283140132, 'campaign__266__274': 0.4995798974528148})",0.5583156709938569,"Counter({'investigation__83__96': 0.75, 'get__230__233': 0.7, 'informed__37__45': 0.65, 'face__69__73': 0.45, 'abused__113__119': 0.45, 'campaign__266__274': 0.4})",investigation__83__96,15,0.8286092115200354,0.75,1.0
72.45,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,nyt_20130321_sarkozy,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0","Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,../../data/pilot_crowd_data/raw_data/f1321915_events_allmotivation,"Counter({'investigation__83__96': 15, 'get__230__233': 14, 'informed__37__45': 13, 'face__69__73': 9, 'abused__113__119': 9, 'campaign__266__274': 8})",68,6,20,0.6480907569623121,"Counter({'investigation__83__96': 0.8286092115200354, 'informed__37__45': 0.7645128443532087, 'get__230__233': 0.7585620900502715, 'face__69__73': 0.6084506633264367, 'abused__113__119': 0.5826279283140132, 'campaign__266__274': 0.4995798974528148})",0.5583156709938569,"Counter({'investigation__83__96': 0.75, 'get__230__233': 0.7, 'informed__37__45': 0.65, 'face__69__73': 0.45, 'abused__113__119': 0.45, 'campaign__266__274': 0.4})",abused__113__119,9,0.5826279283140132,0.45,1.0
72.45,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,nyt_20130321_sarkozy,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0","Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,../../data/pilot_crowd_data/raw_data/f1321915_events_allmotivation,"Counter({'investigation__83__96': 15, 'get__230__233': 14, 'informed__37__45': 13, 'face__69__73': 9, 'abused__113__119': 9, 'campaign__266__274': 8})",68,6,20,0.6480907569623121,"Counter({'investigation__83__96': 0.8286092115200354, 'informed__37__45': 0.7645128443532087, 'get__230__233': 0.7585620900502715, 'face__69__73': 0.6084506633264367, 'abused__113__119': 0.5826279283140132, 'campaign__266__274': 0.4995798974528148})",0.5583156709938569,"Counter({'investigation__83__96': 0.75, 'get__230__233': 0.7, 'informed__37__45': 0.65, 'face__69__73': 0.45, 'abused__113__119': 0.45, 'campaign__266__274': 0.4})",get__230__233,14,0.7585620900502715,0.7,1.0
72.45,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,nyt_20130321_sarkozy,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0","Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,../../data/pilot_crowd_data/raw_data/f1321915_events_allmotivation,"Counter({'investigation__83__96': 15, 'get__230__233': 14, 'informed__37__45': 13, 'face__69__73': 9, 'abused__113__119': 9, 'campaign__266__274': 8})",68,6,20,0.6480907569623121,"Counter({'investigation__83__96': 0.8286092115200354, 'informed__37__45': 0.7645128443532087, 'get__230__233': 0.7585620900502715, 'face__69__73': 0.6084506633264367, 'abused__113__119': 0.5826279283140132, 'campaign__266__274': 0.4995798974528148})",0.5583156709938569,"Counter({'investigation__83__96': 0.75, 'get__230__233': 0.7, 'informed__37__45': 0.65, 'face__69__73': 0.45, 'abused__113__119': 0.45, 'campaign__266__274': 0.4})",campaign__266__274,8,0.4995798974528148,0.4,1.0
72.45,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,nyt_20130321_sarkozy,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0","Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,../../data/pilot_crowd_data/raw_data/f1321915_events_allmotivation,"Counter({'investigation__83__96': 15, 'get__230__233': 14, 'informed__37__45': 13, 'face__69__73': 9, 'abused__113__119': 9, 'campaign__266__274': 8})",68,6,20,0.6480907569623121,"Counter({'investigation__83__96': 0.8286092115200354, 'informed__37__45': 0.7645128443532087, 'get__230__233': 0.7585620900502715, 'face__69__73': 0.6084506633264367, 'abused__113__119': 0.5826279283140132, 'campaign__266__274': 0.4995798974528148})",0.5583156709938569,"Counter({'investigation__83__96': 0.75, 'get__230__233': 0.7, 'informed__37__45': 0.65, 'face__69__73': 0.45, 'abused__113__119': 0.45, 'campaign__266__274': 0.4})",no_event,0,0.0,0.0,0.0
44.0,denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,nyt_20130321_sarkozy,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler 0","Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,../../data/pilot_crowd_data/raw_data/f1321915_events_allmotivation,"Counter({'denied__16__22': 14, 'accepting__23__32': 13, 'alleged__159__166': 12, 'denied accepting__16__32': 10, 'campaign__41__49': 9})",58,5,20,0.6243929152339525,"Counter({'denied__16__22': 0.8110127258791258, 'alleged__159__166': 0.717644208593083, 'accepting__23__32': 0.682524774059414, 'denied accepting__16__32': 0.5987395932838234, 'campaign__41__49': 0.4869124189811234})",0.5347761922535873,"Counter({'denied__16__22': 0.7, 'accepting__23__32': 0.65, 'alleged__159__166': 0.6, 'denied accepting__16__32': 0.5, 'campaign__41__49': 0.45})",denied__16__22,14,0.8110127258791258,0.7,1.0
44.0,denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,nyt_20130321_sarkozy,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler 0","Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,../../data/pilot_crowd_data/raw_data/f1321915_events_allmotivation,"Counter({'denied__16__22': 14, 'accepting__23__32': 13, 'alleged__159__166': 12, 'denied accepting__16__32': 10, 'campaign__41__49': 9})",58,5,20,0.6243929152339525,"Counter({'denied__16__22': 0.8110127258791258, 'alleged__159__166': 0.717644208593083, 'accepting__23__32': 0.682524774059414, 'denied accepting__16__32': 0.5987395932838234, 'campaign__41__49': 0.4869124189811234})",0.5347761922535873,"Counter({'denied__16__22': 0.7, 'accepting__23__32': 0.65, 'alleged__159__166': 0.6, 'denied accepting__16__32': 0.5, 'campaign__41__49': 0.45})",accepting__23__32,13,0.6825247740594139,0.65,1.0
44.0,denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,nyt_20130321_sarkozy,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler 0","Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,../../data/pilot_crowd_data/raw_data/f1321915_events_allmotivation,"Counter({'denied__16__22': 14, 'accepting__23__32': 13, 'alleged__159__166': 12, 'denied accepting__16__32': 10, 'campaign__41__49': 9})",58,5,20,0.6243929152339525,"Counter({'denied__16__22': 0.8110127258791258, 'alleged__159__166': 0.717644208593083, 'accepting__23__32': 0.682524774059414, 'denied accepting__16__32': 0.5987395932838234, 'campaign__41__49': 0.4869124189811234})",0.5347761922535873,"Counter({'denied__16__22': 0.7, 'accepting__23__32': 0.65, 'alleged__159__166': 0.6, 'denied accepting__16__32': 0.5, 'campaign__41__49': 0.45})",alleged__159__166,12,0.717644208593083,0.6,1.0
