duration,input.all_runs_events,input.doc_id,input.lowercase_sentence,input.sentence,input.sentence_id,job,output.selectedtags_desc,output.selectedtags_desc.annotations,output.selectedtags_desc.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,validated_event,no_of_annotations,validated_event_final_score,validated_event_initial_score,Experts
48.35,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,nyt_20130321_sarkozy,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0","Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,../../data/pilot_crowd_data/raw_data/f1321887_things_nonemotivation,"Counter({'investigation__83__96': 17, 'informed__37__45': 13, 'face__69__73': 10, 'abused__113__119': 10, 'get__230__233': 9, 'campaign__266__274': 9})",68,6,20,0.6199717183107499,"Counter({'investigation__83__96': 0.890779828836063, 'informed__37__45': 0.7505481616498522, 'face__69__73': 0.5870326215362157, 'abused__113__119': 0.5475136903752055, 'campaign__266__274': 0.5015941957556576, 'get__230__233': 0.4760277658149272})",0.560695018776673,"Counter({'investigation__83__96': 0.85, 'informed__37__45': 0.65, 'face__69__73': 0.5, 'abused__113__119': 0.5, 'get__230__233': 0.45, 'campaign__266__274': 0.45})",informed__37__45,13,0.7505481616498522,0.65,1.0
48.35,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,nyt_20130321_sarkozy,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0","Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,../../data/pilot_crowd_data/raw_data/f1321887_things_nonemotivation,"Counter({'investigation__83__96': 17, 'informed__37__45': 13, 'face__69__73': 10, 'abused__113__119': 10, 'get__230__233': 9, 'campaign__266__274': 9})",68,6,20,0.6199717183107499,"Counter({'investigation__83__96': 0.890779828836063, 'informed__37__45': 0.7505481616498522, 'face__69__73': 0.5870326215362157, 'abused__113__119': 0.5475136903752055, 'campaign__266__274': 0.5015941957556576, 'get__230__233': 0.4760277658149272})",0.560695018776673,"Counter({'investigation__83__96': 0.85, 'informed__37__45': 0.65, 'face__69__73': 0.5, 'abused__113__119': 0.5, 'get__230__233': 0.45, 'campaign__266__274': 0.45})",face__69__73,10,0.5870326215362157,0.5,1.0
48.35,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,nyt_20130321_sarkozy,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0","Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,../../data/pilot_crowd_data/raw_data/f1321887_things_nonemotivation,"Counter({'investigation__83__96': 17, 'informed__37__45': 13, 'face__69__73': 10, 'abused__113__119': 10, 'get__230__233': 9, 'campaign__266__274': 9})",68,6,20,0.6199717183107499,"Counter({'investigation__83__96': 0.890779828836063, 'informed__37__45': 0.7505481616498522, 'face__69__73': 0.5870326215362157, 'abused__113__119': 0.5475136903752055, 'campaign__266__274': 0.5015941957556576, 'get__230__233': 0.4760277658149272})",0.560695018776673,"Counter({'investigation__83__96': 0.85, 'informed__37__45': 0.65, 'face__69__73': 0.5, 'abused__113__119': 0.5, 'get__230__233': 0.45, 'campaign__266__274': 0.45})",investigation__83__96,17,0.890779828836063,0.85,1.0
48.35,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,nyt_20130321_sarkozy,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0","Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,../../data/pilot_crowd_data/raw_data/f1321887_things_nonemotivation,"Counter({'investigation__83__96': 17, 'informed__37__45': 13, 'face__69__73': 10, 'abused__113__119': 10, 'get__230__233': 9, 'campaign__266__274': 9})",68,6,20,0.6199717183107499,"Counter({'investigation__83__96': 0.890779828836063, 'informed__37__45': 0.7505481616498522, 'face__69__73': 0.5870326215362157, 'abused__113__119': 0.5475136903752055, 'campaign__266__274': 0.5015941957556576, 'get__230__233': 0.4760277658149272})",0.560695018776673,"Counter({'investigation__83__96': 0.85, 'informed__37__45': 0.65, 'face__69__73': 0.5, 'abused__113__119': 0.5, 'get__230__233': 0.45, 'campaign__266__274': 0.45})",abused__113__119,10,0.5475136903752055,0.5,1.0
48.35,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,nyt_20130321_sarkozy,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0","Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,../../data/pilot_crowd_data/raw_data/f1321887_things_nonemotivation,"Counter({'investigation__83__96': 17, 'informed__37__45': 13, 'face__69__73': 10, 'abused__113__119': 10, 'get__230__233': 9, 'campaign__266__274': 9})",68,6,20,0.6199717183107499,"Counter({'investigation__83__96': 0.890779828836063, 'informed__37__45': 0.7505481616498522, 'face__69__73': 0.5870326215362157, 'abused__113__119': 0.5475136903752055, 'campaign__266__274': 0.5015941957556576, 'get__230__233': 0.4760277658149272})",0.560695018776673,"Counter({'investigation__83__96': 0.85, 'informed__37__45': 0.65, 'face__69__73': 0.5, 'abused__113__119': 0.5, 'get__230__233': 0.45, 'campaign__266__274': 0.45})",get__230__233,9,0.4760277658149272,0.45,1.0
48.35,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,nyt_20130321_sarkozy,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0","Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,../../data/pilot_crowd_data/raw_data/f1321887_things_nonemotivation,"Counter({'investigation__83__96': 17, 'informed__37__45': 13, 'face__69__73': 10, 'abused__113__119': 10, 'get__230__233': 9, 'campaign__266__274': 9})",68,6,20,0.6199717183107499,"Counter({'investigation__83__96': 0.890779828836063, 'informed__37__45': 0.7505481616498522, 'face__69__73': 0.5870326215362157, 'abused__113__119': 0.5475136903752055, 'campaign__266__274': 0.5015941957556576, 'get__230__233': 0.4760277658149272})",0.560695018776673,"Counter({'investigation__83__96': 0.85, 'informed__37__45': 0.65, 'face__69__73': 0.5, 'abused__113__119': 0.5, 'get__230__233': 0.45, 'campaign__266__274': 0.45})",campaign__266__274,9,0.5015941957556576,0.45,1.0
48.35,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,nyt_20130321_sarkozy,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0","Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,../../data/pilot_crowd_data/raw_data/f1321887_things_nonemotivation,"Counter({'investigation__83__96': 17, 'informed__37__45': 13, 'face__69__73': 10, 'abused__113__119': 10, 'get__230__233': 9, 'campaign__266__274': 9})",68,6,20,0.6199717183107499,"Counter({'investigation__83__96': 0.890779828836063, 'informed__37__45': 0.7505481616498522, 'face__69__73': 0.5870326215362157, 'abused__113__119': 0.5475136903752055, 'campaign__266__274': 0.5015941957556576, 'get__230__233': 0.4760277658149272})",0.560695018776673,"Counter({'investigation__83__96': 0.85, 'informed__37__45': 0.65, 'face__69__73': 0.5, 'abused__113__119': 0.5, 'get__230__233': 0.45, 'campaign__266__274': 0.45})",no_event,0,0.0,0.0,0.0
53.45,denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,nyt_20130321_sarkozy,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler 0","Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,../../data/pilot_crowd_data/raw_data/f1321887_things_nonemotivation,"Counter({'denied__16__22': 13, 'alleged__159__166': 13, 'denied accepting__16__32': 12, 'accepting__23__32': 11, 'campaign__41__49': 8})",57,5,20,0.5839477233193945,"Counter({'alleged__159__166': 0.7205411139027035, 'denied__16__22': 0.7033467072282129, 'denied accepting__16__32': 0.6526118999934731, 'accepting__23__32': 0.5873016003247457, 'campaign__41__49': 0.40347877962059736})",0.5323027718573804,"Counter({'denied__16__22': 0.65, 'alleged__159__166': 0.65, 'denied accepting__16__32': 0.6, 'accepting__23__32': 0.55, 'campaign__41__49': 0.4})",denied__16__22,13,0.7033467072282129,0.65,1.0
53.45,denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,nyt_20130321_sarkozy,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler 0","Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,../../data/pilot_crowd_data/raw_data/f1321887_things_nonemotivation,"Counter({'denied__16__22': 13, 'alleged__159__166': 13, 'denied accepting__16__32': 12, 'accepting__23__32': 11, 'campaign__41__49': 8})",57,5,20,0.5839477233193945,"Counter({'alleged__159__166': 0.7205411139027035, 'denied__16__22': 0.7033467072282129, 'denied accepting__16__32': 0.6526118999934731, 'accepting__23__32': 0.5873016003247457, 'campaign__41__49': 0.40347877962059736})",0.5323027718573804,"Counter({'denied__16__22': 0.65, 'alleged__159__166': 0.65, 'denied accepting__16__32': 0.6, 'accepting__23__32': 0.55, 'campaign__41__49': 0.4})",accepting__23__32,11,0.5873016003247457,0.55,1.0
53.45,denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,nyt_20130321_sarkozy,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler 0","Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,../../data/pilot_crowd_data/raw_data/f1321887_things_nonemotivation,"Counter({'denied__16__22': 13, 'alleged__159__166': 13, 'denied accepting__16__32': 12, 'accepting__23__32': 11, 'campaign__41__49': 8})",57,5,20,0.5839477233193945,"Counter({'alleged__159__166': 0.7205411139027035, 'denied__16__22': 0.7033467072282129, 'denied accepting__16__32': 0.6526118999934731, 'accepting__23__32': 0.5873016003247457, 'campaign__41__49': 0.40347877962059736})",0.5323027718573804,"Counter({'denied__16__22': 0.65, 'alleged__159__166': 0.65, 'denied accepting__16__32': 0.6, 'accepting__23__32': 0.55, 'campaign__41__49': 0.4})",alleged__159__166,13,0.7205411139027035,0.65,1.0
